begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
24:50.6,24:59.4,141,,,,,M_Wu_H01,唐女士..首先第一..所有的这一切..对您来说..刺痛您的都是独一无二的事件林林总总,Táng nǚshì.. shǒuxiān dì yī.. suǒyǒu de zhè yīqiè.. duì nín lái shuō.. cì tòng nín de dōu shì dúyīwú'èr de shìjiàn. Línlínzǒngzǒng.,Ms. Tang.. first of all.. all of this.. for you.. what hurt you are unique events. A lot of incidents.,wife,,,,,,,,,,,,
24:59.4,25:07.4,141,,,,,M_Wu_H01,然而..对于郭先生来说..其实就是他平常生活..普普通通的..他所经历的一些正常事件,Rán'ér.. duìyú guō xiānshēng lái shuō.. qíshí jiùshì tā píngcháng shēnghuó.. pǔ pǔtōng tōng de.. tāsuǒ jīnglì de yīxiē zhèngcháng shìjiàn.,However.. for Mr. Guo.. it is actually his normal life.. everyday life.. and some of normal events he experiences all the time.,wife,wife,-ve,judgement,invoke,contrast,,,,,contract:disclaim,,
25:07.4,25:11.8,141,,,,,M_Wu_H01,然而..您却如临大敌,Rán'ér.. nín què rú lín dà dí.,However.. you seem to be on full guard.,wife,wife,-ve,affect,inscribe,,,,up:infused,,contract:disclaim,,
25:11.8,25:18.0,141,,,,,M_Wu_H01,一个生活在不确定..充满着安全缺失的这样一个环境当中的女人,Yīgè shēnghuó zài bù quèdìng.. chōngmǎnzhe ānquán quēshī de zhèyàng yīgè huánjìng dāngzhōng de nǚrén.,For a woman living in an environment that is full of uncertainty and insecurity..,wife,woman (generic),-ve,affect,inscribe,,,,,,,,
25:18.0,25:18.7,141,,,,,M_Wu_H01,她焦虑..,Tā jiāolǜ..,She is anxious.,wife,woman (generic),-ve,affect,inscribe,,,,,,,,
25:18.7,25:19.3,141,,,,,M_Wu_H01,她不安,tā bù'ān.,She is upset.,wife,woman (generic),-ve,affect,inscribe,,,,,,,,
25:19.3,25:22.4,141,,,,,M_Wu_H01,看待问题的角度..她就会发生一些偏移,Kàndài wèntí de jiǎodù.. tā jiù huì fāshēng yīxiē piān yí.,She tends to have some misinterpretations when looking at things.,wife,woman (generic),-ve,judgement,inscribe,,,,down:infused,,,,
25:22.4,25:23.6,141,,,,,M_Wu_H01,甚至扭曲,Shènzhì niǔqū.,Even twisted interpretations.,wife,woman (generic),-ve,judgement,inscribe,,,,up:isolated,,contract:disclaim,,
25:23.6,25:31.7,141,,,,,M_Wu_H01,所以..有时候..您真的可能在不断地在刺激着、误伤着您的丈夫,Suǒyǐ.. yǒu shíhòu.. nín zhēn de kěnéng zài bùduàn de zài cìjīzhe.. wùshāngzhe nín de zhàngfū.,So.. sometimes.. you may actually be constantly stimulating and hurting your husband.,wife,,,,,,,,,,contract:proclaim,,
25:31.7,25:40.0,141,,,,,M_Wu_H01,我觉得其实很多的时候..可以采取..比如说..第一..不必太上心..一笑了之,Wǒ juédé qíshí hěnduō de shíhòu.. kěyǐ cǎiqǔ.. bǐrú shuō.. dì yī.. bùbì tài shàng xīn.. yī xiào liǎo zhī.,I think that in many cases.. you might.. for example.. first.. don't take it too seriously.. just laugh it off.,wife,wife,+ve,judgement,invoke,directive,,,,,expand:entertain,,
25:40.0,25:44.5,141,,,,,M_Wu_H01,第二可以适度地..适当地去点醒,Dì èr kěyǐ shìdù de.. shìdàng de qù diǎn xǐng.,The second is that you might moderately and appropriately point it out.,wife,wife,+ve,judgement,invoke,directive,,,,,,,
25:44.5,25:50.7,141,,,,,M_Wu_H01,然而您错在什么错在您用巨大的情绪去表现出来,Rán'ér nín cuò zài shénme Cuò zài nín yòng jùdà de qíngxù qù biǎoxiàn chūlái.,But what is your mistake Your mistake is that you respond with enormous emotions.,wife,wife,-ve,judgement,inscribe,,,,up:isolated,,contract:disclaim,,
25:50.7,25:54.1,141,,,,,M_Wu_H01,然后伤到了你爱的和爱你的人,Ránhòu shāng dàole nǐ ài de hé ài nǐ de rén.,Then you hurt someone whom you love and who loves you.,wife,wife,-ve,judgement,inscribe,,,,,,,,
25:54.1,25:56.4,141,,,,,M_Wu_H01,然后直接重创到你们的婚姻,Ránhòu zhíjiē zhòngchuāng dào nǐmen de hūnyīn.,Then this directly damages your marriage.,wife,wife,-ve,judgement,inscribe,,,,up:infused,,,,
25:56.4,25:58.0,141,,,,,M_Wu_H01,这是很傻的,Zhè shì hěn shǎ de.,This is silly.,wife,wife,-ve,judgement,inscribe,,,,,,contract:proclaim,,
25:58.0,26:05.8,141,,,,,M_Wu_H01,他现在已经要求低至到..他只需要在他高危从事开车这个职业的时候..你不要来电话吵扰他..,Tā xiànzài yǐjīng yāoqiú dī zhì dào.. tā zhǐ xūyào zài tā gāowēi cóngshì kāichē zhège zhíyè de shíhòu.. nǐ bùyào lái diànhuà chǎo rǎo tā..,He has now demanded as little as he can. He only requests that don't call him when he is driving.. a high risk job.,wife,husband,+ve,judgement,invoke,attribution,,,,,,,
26:05.8,26:09.2,141,,,,,M_Wu_H01,能够让他集中精力地保持住安全第一的状态,nénggòu ràng tā jízhōng jīnglì dì bǎochí zhù ānquán dì yī de zhuàngtài.,so that he can concentrate to stay safe.,wife,,,,,,,,,,,,
26:09.2,26:11.2,141,,,,,M_Wu_H01,他仅仅是要求这些,Tā jǐnjǐn shì yāoqiú zhèxiē.,He just asks for as little as this.,wife,husband,+ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim,,
26:11.2,26:14.1,141,,,,,M_Wu_H01,您满足的是您的需求,Nín mǎnzú de shì nín de xūqiú.,What you want to is satisfy your needs.,wife,wife,-ve,judgement,invoke,evoke,,,,,,,
26:14.1,26:19.5,141,,,,,M_Wu_H01,您只是希望得到你要踏实..你要安心..你要的那个答案,Nín zhǐshì xīwàng dédào nǐ yào tàshí.. nǐ yào ānxīn.. nǐ yào dì nàgè dá'àn.,You just want to get the answer you want.. so that you can feel at ease.,wife,wife,-ve,judgement,invoke,attribution,,,,,,,
26:19.5,26:26.3,141,,,,,M_Wu_H01,在你得到你想需要的时候..你有没有考虑到别人的感受,Zài nǐ dédào nǐ xiǎng xūyào de shíhòu.. nǐ yǒu méiyǒu kǎolǜ dào biérén de gǎnshòu.,When you get what you want.. have you considered the feelings of others,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,expand:entertain,,
26:26.3,26:29.8,141,,,,,M_Wu_H01,别人的需要..和对别人该有的尊重,Biérén de xūyào.. hé duì biérén gāi yǒu de zūnzhòng,other people's needs.. and the respect they deserve,wife,,,,,,,,,,,,
26:29.8,26:34.9,141,,,,,M_Wu_H01,你的控制是有一些自私和任性的成分的,Nǐ de kòngzhì shì yǒu yīxiē zìsī hé rènxìng de chéngfèn de.,Your control is a little selfish and self-willed.,wife,wife,-ve,judgement,inscribe,,,,down:isolated,,contract:proclaim,,
26:36.1,26:41.4,142,,,,M_Gu_H01,M_Gu_H01,唐女士..您不要那么悲观地去看待您的人生,Táng nǚshì.. nín bùyào nàme bēiguān de qù kàndài nín de rénshēng.,Ms. Tang.. don't look at your life so pessimistically.,wife,wife,-ve,judgement,invoke,directive,,,,,,,
26:41.4,26:45.9,142,,,,,M_Gu_H01,也没有必要那么消极地去面对你们的婚姻,Yě méiyǒu bìyào nàme xiāojí dì qù miàn duì nǐmen de hūnyīn.,There is no need to face your marriage in such a negative way.,wife,wife,-ve,judgement,invoke,directive,,,,,,,
26:45.9,26:51.2,142,,,,,M_Gu_H01,想想看..让自己如何变得柔软起来,Xiǎng xiǎng kàn.. ràng zìjǐ rúhé biàn dé róuruǎn qǐlái.,Think about it.. how can you make yourself softer.,wife,wife,+ve,judgement,invoke,directive,,,,,expand:entertain,,
26:51.2,26:54.1,142,,,,,M_Gu_H01,让自己如何变得可爱起来,Ràng zìjǐ rúhé biàn dé kě'ài qǐlái.,Make yourself be cute.,wife,wife,+ve,judgement,invoke,directive,,,,,,,
26:54.1,26:58.4,142,,,,,M_Gu_H01,让自己变得吸引您身边的这个爱人,Ràng zìjǐ biàn dé xīyǐn nín shēnbiān de zhège àirén.,Make yourself be attractive to this person who stands beside you.,wife,wife,+ve,judgement,invoke,directive,,,,,,,
26:58.4,27:01.2,142,,,,,M_Gu_H01,回到家里去以后..他愿意逗留,Huí dào jiālǐ qù yǐhòu.. tā yuànyì dòuliú.,After returning home.. he is willing to stay.,wife,,,,,,,,,,,,
27:01.2,27:08.0,142,,,,,M_Gu_H01,然后你也要想想看..自己生活当中..不仅仅只有您的爱人,Ránhòu nǐ yě yào xiǎng xiǎng kàn.. zìjǐ shēnghuó dāngzhōng.. bùjǐn jǐn zhǐyǒu nín de àirén.,Then you have to think about it too.. in your life.. there is not only your love.,wife,wife,+ve,judgement,invoke,directive,,,,,expand:entertain,,
27:08.0,27:11.2,142,,,,,M_Gu_H01,您还有您自己的兴趣爱好,Nín hái yǒu nín zìjǐ de xìngqù àihào.,You also have your own hobbies.,wife,wife,+ve,judgement,invoke,directive,,,,,,,
27:11.2,27:13.4,142,,,,,M_Gu_H01,您也有您自己的朋友,Nín yěyǒu nín zìjǐ de péngyǒu.,You also have your own friends.,wife,wife,+ve,judgement,invoke,directive,,,,,,,
27:13.4,27:15.8,142,,,,,M_Gu_H01,有您自己的价值存在,Yǒu nín zìjǐ de jiàzhí cúnzài.,You have your own meanings of life.,wife,wife,+ve,judgement,invoke,directive,,,,,,,
27:15.8,27:19.2,142,,,,,M_Gu_H01,希望您能够涅槃重生,Xīwàng nín nénggòu nièpán chóngshēng.,I hope you can achieve Nirvana.,wife,wife,+ve,judgement,inscribe,,,,,,expand:entertain,,
27:21.2,27:28.4,143,,,,M_Zong_H01,M_Zong_H01,如果一个男人辛苦了一天..回到家里..睡不了觉..那也是一种精神虐待啊,Rúguǒ yīgè nánrén xīnkǔle yītiān.. huí dào jiālǐ.. shuì bùliǎo jué.. nà yěshì yī zhǒng jīngshén nüèdài a.,If a man is having a hard day.. he can't sleep at home.. it is also a kind of mental abuse.,wife,woman (generic),-ve,judgement,inscribe,,,,up:infused,,,,
27:28.4,27:30.1,143,,,,,M_Zong_H01,不让你休息,Bù ràng nǐ xiūxí.,Don't rest.,wife,wife,-ve,judgement,invoke,attribution,,,,,,,
27:30.1,27:31.2,143,,,,,M_Zong_H01,不让你睡觉,Bù ràng nǐ shuìjiào.,Don't sleep.,wife,wife,-ve,judgement,invoke,attribution,,,,,,,
27:31.2,27:32.7,143,,,,,M_Zong_H01,一定要跟我说话,Yīdìng yào gēn wǒ shuōhuà.,You must talk to me.,wife,wife,-ve,judgement,invoke,attribution,,,,,,,
27:32.7,27:35.4,143,,,,,M_Zong_H01,你要知道你有多少话跟别人说,Nǐ yào zhīdào nǐ yǒu duōshǎo huà gēn biérén shuō,Do you know how much you want to say to others,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
27:35.4,27:37.4,143,,,,,M_Zong_H01,别人又有多少话敢跟你说,Biérén yòu yǒu duōshǎo huà gǎn gēn nǐ shuō,How much other people dare to tell you,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
27:37.4,27:40.3,143,,,,,M_Zong_H01,他回到家里只能够给你做饭,Tā huí dào jiālǐ zhǐ nénggòu gěi nǐ zuò fàn.,He can only cook for you when he returns home.,wife,wife,-ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim,,
27:40.3,27:44.2,143,,,,,M_Zong_H01,只能够满足你生活上的一些照顾,Zhǐ nénggòu mǎnzú nǐ shēnghuó shàng de yīxiē zhàogù.,Only satisfy some of the physical needs in your life.,wife,wife,-ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim,,
27:44.2,27:46.8,143,,,,,M_Zong_H01,他没办法跟你更多的交流,Tā méi bànfǎ gēn nǐ gèng duō de jiāoliú.,He can't communicate with you further.,wife,wife,-ve,judgement,invoke,denial,,,,,,,
27:46.8,27:48.4,143,,,,,M_Zong_H01,因为你一说起来就是那事,Yīnwèi nǐ yī shuō qǐlái jiùshì nà shì.,Because wheneven you open your mouth.. you will talk about that incident.,wife,wife,-ve,judgement,invoke,up-scaling,,,up:isolated,,contract:proclaim,,
27:48.4,27:49.6,143,,,,,M_Zong_H01,你没别的事跟他说,Nǐ méi bié de shì gēn tā shuō.,You have nothing else to talk with him.,wife,wife,-ve,judgement,invoke,denial,,,,,,,
27:49.6,27:53.4,143,,,,,M_Zong_H01,你为什么不会说一说..亲爱的..你回来了,Nǐ wèishéme bù huì shuō yī shuō.. qīn'ài de.. nǐ huíláile,Why can't you say.. my dear.. you are back,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,expand:entertain,,
27:53.4,27:55.2,143,,,,,M_Zong_H01,今天你辛苦一天了,Jīntiān nǐ xīnkǔ yītiānle.,Today you have a hard day.,wife,,,,,,,,,,,,
27:55.2,28:00.4,143,,,,,M_Zong_H01,你有做过点点滴滴的..为他的考虑吗,Nǐ yǒu zuòguò diǎn diǎndī dī de.. wèi tā de kǎolǜ ma,Have you ever done anything for him Consider his needs,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,expand:entertain,,
28:00.4,28:06.6,143,,,,,M_Zong_H01,我们要求别人一定要那么完美、忠实..完全属于你,Wǒmen yāoqiú biérén yīdìng yào nàme wánměi.. zhōngshí.. wánquán shǔyú nǐ.,We demand that others must be so perfect.. faithful.. and completely yours.,wife,wife,-ve,judgement,invoke,evoke,,,,,,,
28:06.7,28:08.5,143,,,,,M_Zong_H01,自己呢,Zìjǐ ne,What about yourself,wife,,,,,,,,,,,,
28:08.5,28:15.4,143,,,,,M_Zong_H01,你对他又奉献了多少情感生活的照料,Nǐ duì tā yòu fèngxiànle duōshǎo Qínggǎn Shēnghuó de zhàoliào,How much have you done for him Emotionally Any caring for him,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
28:15.4,28:17.1,143,,,,,M_Zong_H01,夫妻是平等的,Fūqī shì píngděng de.,Husband and wife are equal.,wife,people (generic),+ve,judgement,inscribe,,,,,,contract:proclaim,,
28:17.1,28:18.4,143,,,,,M_Zong_H01,没有谁欠谁,Méiyǒu shéi qiàn shéi.,No one owes anyone else.,wife,,,,,,,,,,,,
28:18.4,28:20.0,143,,,,,M_Zong_H01,大家都关照你,Dàjiā dōu guānzhào nǐ.,If everyone cares for you..,wife,,,,,,,,,,,,
28:20.0,28:22.3,143,,,,,M_Zong_H01,最终就把你宠坏了,Zuìzhōng jiù bǎ nǐ chǒng huàile.,In the end.. you will be spoiled.,wife,wife,-ve,judgement,inscribe,,,,,,,,
28:22.3,28:24.3,143,,,,,M_Zong_H01,你就永远长不大,Nǐ jiù yǒngyuǎn cháng bù dà.,You will never grow up.,wife,wife,-ve,judgement,invoke,up-scaling,,,up:isolated,,,,
28:24.3,28:27.6,143,,,,,M_Zong_H01,永远在你的内心世界..你就是一个小女孩,Yǒngyuǎn zài nǐ de nèixīn shìjiè.. nǐ jiùshì yīgè xiǎo nǚhái.,You will be a small girl forever in your inner world.,wife,wife,-ve,judgement,invoke,up-scaling,,,up:isolated,,,,
28:27.6,28:29.2,143,,,,,M_Zong_H01,你放不下这些,Nǐ fàng bùxià zhèxiē.,You can't let it go.,wife,wife,-ve,judgement,invoke,denial,,,,,,,
28:29.2,28:30.5,143,,,,,M_Zong_H01,走不开..走不过,Zǒu bù kāi.. zǒu bùguò.,You can't walk away. You can't walk pass it.,wife,,,,,,,,,,,,
28:30.5,28:33.3,143,,,,,M_Zong_H01,你为什么不能面对现在的幸福生活,Nǐ wèishéme bùnéng miàn duì xiànzài de xìngfú shēnghuó,Why can't you face the present happy life,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,expand:entertain,,
28:33.3,28:35.6,143,,,,,M_Zong_H01,把过去的放下,Bǎ guòqù dì fàngxià.,Put the past down.,wife,wife,+ve,judgement,invoke,directive,,,,,,,
28:35.6,28:37.8,143,,,,,M_Zong_H01,自己要懂得调整自己,Zìjǐ yào dǒngdé tiáozhěng zìjǐ.,You must know how to adjust yourself.,wife,wife,+ve,judgement,invoke,directive,,,,,,,
28:37.8,28:55.6,143,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,
28:55.6,28:59.3,144,,,,M_Li_H01,M_Li_H01,好..麻烦二位..你们站到这个中间来,Hǎo.. máfan èr wèi.. nǐmen zhàn dào zhège zhōngjiān lái.,All right.. I would like both of you.. stand in the middle of the stage.,couple,,,,,,,,,,,,
28:59.3,29:04.8,144,,,,,M_Li_H01,唐女士..现在问你..你现在心里的感觉是什么,Táng nǚshì.. xiànzài wèn nǐ.. nǐ xiànzài xīnlǐ de gǎnjué shì shénme,Ms. Tang.. now I ask you.. what is your feeling in your heart now,wife,,,,,,,,,,,,
29:06.2,29:10.7,145,,,,Wife_H01_AW,Wife_H01_AW,像这种情况下..我当然希望..愿意他站在我旁边,Xiàng zhè zhǒng qíngkuàng xià.. wǒ dāngrán xīwàng.. yuànyì tā zhàn zài wǒ pángbiān.,In this case.. I certainly hope that he will stand beside me.,female mediator,self,+ve,judgement,invoke,irrealis Affect,,希望,,,contract:proclaim,当然,
29:16.7,29:19.6,146,,,,M_Li_H01,M_Li_H01,怎么站站到哪个位置怎么站,Zěnme zhàn Zhàn dào nǎge wèizhì Zěnme zhàn,How Where do you want him to stand How,wife,,,,,,,,,,,,
29:20.3,29:21.3,147,,,,Wife_H01_AW,Wife_H01_AW,这样,Zhèyàng.,Like this.,mediator,,,,,,,,,,,,
29:22.4,29:24.3,148,,,,M_Li_H01,M_Li_H01,你现在心里的感觉是什么,Nǐ xiànzài xīnlǐ de gǎnjué shì shénme,What is your feeling in your heart now,wife,,,,,,,,,,,,
29:24.3,29:26.7,149,,,,Wife_H01_AW,Wife_H01_AW,他站..就在我身边..我很安全,Tā zhàn.. jiù zài wǒ shēnbiān.. wǒ hěn ānquán.,He stands.. stands beside me. I am safe.,female mediator,antagonist,+ve,judgement,invoke,attitudinal token,antagonist,安全,up:isolated,很,monoglossic,,
29:26.7,29:28.4,150,,,,M_Li_H01,M_Li_H01,然后现在你开心吗,Ránhòu xiànzài nǐ kāixīn ma,Then now are you happy,wife,,,,,,,,,,,,
29:28.4,29:32.6,151,,,,Wife_H01_AW,Wife_H01_AW,他没有任何表示..没有任何语言..我拿什么开心嘛,Tā méiyǒu rènhé biǎoshì.. méiyǒu rènhé yǔyán.. wǒ ná shénme kāixīn ma,He doesn't do anything.. doesn't say anything. What am I happy for,female mediator,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,开心,up:isolated,任何,contract:proclaim,什么,
29:32.6,29:36.3,151,,,,,Wife_H01_AW,你想让你自己老婆开心..你就要哄她开心嘛,Nǐ xiǎng ràng nǐ zìjǐ lǎopó kāixīn.. nǐ jiù yào hōng tā kāixīn ma.,If you want to make your own wife happy.. you have to entertain her.,female mediator,antagonist,-ve,judgement,invoke,directive,,,,,contract:proclaim,,嘛
29:36.3,29:40.7,152,,,,M_Li_H01,M_Li_H01,好现在郭先生..你向这边迈两步,Hǎo. Xiànzài guō xiānshēng.. nǐ xiàng zhè biān mài liǎng bù.,Ok. Now.. Mr. Guo.. you take two steps toward this side.,husband,,,,,,,,,,,,
29:43.9,29:45.1,153,,,,Wife_H01_AW,Wife_H01_AW,他在疏远我,Tā zài shūyuǎn wǒ.,He is distancing me.,female mediator,antagonist,-ve,judgement,inscribe,,,疏远,,,monoglossic,,
29:45.1,29:48.2,153,,,,,Wife_H01_AW,我想他别离开我,Wǒ xiǎng tā bié líkāi wǒ.,I hope he will not leave me.,female mediator,antagonist,-ve,judgement,invoke,irrealis Affect,,想,,,monoglossic,,
29:48.2,29:49.7,153,,,,,Wife_H01_AW,就在我身边,Jiù zài wǒ shēnbiān.,Just stay beside me.,mediator,,,,,,,,,,,,
29:50.7,29:52.4,154,,,,M_Li_H01,M_Li_H01,你再往那边迈两步,Nǐ zài wǎng nà biān mài liǎng bù.,You take another steps in that direction.,husband,,,,,,,,,,,,
29:55.8,29:59.4,155,,,,Wife_H01_AW,Wife_H01_AW,其实这个现象..我家里面就出现过问题,Qíshí zhège xiànxiàng.. wǒjiā lǐmiàn jiù chūxiànguò wèntí.,In fact.. this phenomenon has occurred in my family.,mediator,,,,,,,,,,,,
29:59.4,30:03.4,155,,,,,Wife_H01_AW,他一旦离开我的时候..我就是..就是我在跟随他,Tā yīdàn líkāi wǒ de shíhòu.. wǒ jiùshì.. jiùshì wǒ zài gēnsuí tā.,When he left me.. I was.. I was following him.,female mediator,antagonist,-ve,judgement,invoke,evoke,,离开我,up:isolated,一旦,contract:proclaim,就,
30:03.4,30:05.2,155,,,,,Wife_H01_AW,他又反复地离开我,Tā yòu fǎnfù dì líkāi wǒ.,He left me again and again.,female mediator,antagonist,-ve,judgement,invoke,evoke,,离开我,up:isolated,反复,contract:proclaim,又,
30:05.2,30:10.0,155,,,,,Wife_H01_AW,我现在这样就是要求他回到我的身边,Wǒ xiànzài zhèyàng jiùshì yāoqiú tā huí dào wǒ de shēnbiān.,I will ask him to come back to me.. like this.,female mediator,antagonist,-ve,judgement,invoke,directive,,要求,,,contract:proclaim,就,
30:10.0,30:10.9,156,,,,M_Li_H01,M_Li_H01,嗯,Ń.,Ok.,wife,,,,,,,,,,,,
30:10.9,30:12.7,156,,,,,M_Li_H01,你把他给拉回来了,Nǐ bǎ tā gěi lā huíláile.,You pulled him back.,wife,,,,,,,,,,,,
30:12.7,30:15.1,156,,,,,M_Li_H01,你现在觉得安全或者开心吗,Nǐ xiànzài juédé ānquán huòzhě kāixīn ma,Do you feel safe or happy now,wife,,,,,,,,,,,,
30:16.1,30:16.7,157,,,,Wife_H01_AW,Wife_H01_AW,不开心,Bù kāixīn.,Not happy.,female mediator,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,不开心,,,monoglossic,,
30:17.6,30:24.4,157,,,,,Wife_H01_AW,因为他回到我身边..也没有什么话..也没有什么肢体上的接触,Yīnwèi tā huí dào wǒ shēnbiān.. yě méiyǒu shé me huà.. yě méiyǒu shé me zhītǐ shàng de jiēchù.,Because though he came back to me.. he didn't say anything. And there was no physical contact.,female mediator,antagonist,-ve,judgement,invoke,denial,,没有,,,contract:proclaim,因为,
30:24.4,30:27.1,157,,,,,Wife_H01_AW,我没有开心的理由,Wǒ méiyǒu kāixīn de lǐyóu.,I have no reason to be happy.,female mediator,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,不开心,,,monoglossic,,
30:27.1,30:30.1,158,,,,M_Li_H01,M_Li_H01,OK. 好..谢谢二位哈,OK. Hǎo.. xièxiè èr wèi hā.,OK. OK.. thank you.,couple,,,,,,,,,,,,
30:33.1,30:35.4,158,,,,,M_Li_H01,我来解读下刚才的这个环节,Wǒ lái jiědú xià gāngcái de zhège huánjié.,Let me interpret the scene.,couple,,,,,,,,,,,,
30:35.4,30:40.0,158,,,,,M_Li_H01,只要郭先生站到她身边..她就安全,Zhǐyào guō xiānshēng zhàn dào tā shēnbiān.. tā jiù ānquán.,As long as Mr. Guo stands by her side.. she is safe.,couple,,,,,,,,,,,,
30:40.0,30:42.9,158,,,,,M_Li_H01,但是她并不开心,Dànshì tā bìng bù kāixīn.,But she is not happy.,couple,wife,-ve,affect,inscribe,,,,,,contract:disclaim,,
30:42.9,30:49.9,158,,,,,M_Li_H01,那也就是说..当郭先生在生活当中..在婚姻当中..他尽了他的职能..,Nà yě jiùshì shuō.. dāng guō xiānshēng zài shēnghuó dāngzhōng.. zài hūnyīn dāngzhōng.. tā jǐnle tā de zhínéng..,That is to say.. in his life and in the marriage.. Mr. Guo did his best.,wife,husband,+ve,judgement,inscribe,,,,up:isolated,,expand:entertain,,
30:49.9,30:51.3,158,,,,,M_Li_H01,他做了他的所有..,tā zuòle tā de suǒyǒu..,He did all he could..,wife,,,,,,,,,,,,
30:51.3,30:53.0,158,,,,,M_Li_H01,你只是觉得安全,nǐ zhǐshì juédé ānquán.,You just feel safe.,wife,wife,+ve,affect,inscribe,,,,,,contract:disclaim,,
30:53.0,30:55.4,158,,,,,M_Li_H01,但是你并不开心,Dànshì nǐ bìng bù kāixīn.,But you are not happy.,wife,wife,-ve,affect,inscribe,,,,,,contract:disclaim,,
30:55.4,30:58.2,158,,,,,M_Li_H01,你两次都强调是..他没有哄我,Nǐ liǎng cì dōu qiángdiào shì.. tā méiyǒu hōng wǒ.,You emphasized twice that he did not entertain me.,wife,wife,-ve,judgement,invoke,attribution,,,,,,,
30:58.2,31:01.4,158,,,,,M_Li_H01,他没有肢体接触,Tā méiyǒu zhītǐ jiēchù.,He did not have physical contact.,wife,,,,,,,,,,,,
31:01.4,31:05.2,158,O,,,,M_Li_H01,所以我没有开心的理由,Suǒyǐ wǒ méiyǒu kāixīn de lǐyóu.,So I have no reason to be happy.,wife,,,,,,,,,,,,
31:01.7,31:02.4,159,O,,,Husband_H01_WH,Husband_H01_WH,唉,Āi,Ugh,,,,,,,,,,,,,
31:05.2,31:13.4,160,,,,M_Li_H01,M_Li_H01,所以你在你们的夫妻关系模式当中..你真的是很被动的一个人,suǒyǐ nǐ zài nǐmen de fūqī guānxì móshì dāngzhōng.. nǐ zhēn de shì hěn bèidòng de yīgè rén.,So you are really a passive person in your relationship.,wife,wife,-ve,judgement,inscribe,,,,up:isolated,,contract:proclaim,,
31:13.4,31:18.8,160,,,,,M_Li_H01,你两次虽然把郭先生拉回到你身边..,Nǐ liǎng cì suīrán bǎ guō xiānshēng lā huí dào nǐ shēnbiān..,Although you brought Mr. Guo back to you twice..,wife,,,,,,,,,,,,
31:18.8,31:22.2,160,,,,,M_Li_H01,然后你跟他之间并没有接触,ránhòu nǐ gēn tā zhī jiān bìng méiyǒu jiēchù.,you have no contact with him.,wife,wife,-ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim,,
31:22.2,31:27.1,160,,,,,M_Li_H01,你不是在夫妻当中你会主动开启开心模式的人,Nǐ bùshì zài fūqī dāngzhōng nǐ huì zhǔdòng kāiqǐ kāixīn móshì de rén.,You are not.. in the relationship.. the person to initiate the happy mode.,wife,wife,-ve,judgement,invoke,denial,,,,,,,
31:27.1,31:29.5,160,,,,,M_Li_H01,你只是希望他去开启开心模式,Nǐ zhǐshì xīwàng tā qù kāiqǐ kāixīn móshì.,You just want him to initiate the happy mode.,wife,wife,-ve,judgement,invoke,counter-expectancy,,,,,,,
31:29.5,31:31.4,160,,,,,M_Li_H01,生活上照顾你,Shēnghuó shàng zhàogù nǐ.,Take care of you in life.,wife,,,,,,,,,,,,
31:31.4,31:34.9,160,,,,,M_Li_H01,在情感上哄着你,Zài qínggǎn shàng hōngzhe nǐ.,Entertain you emotionally.,wife,,,,,,,,,,,,
31:34.9,31:37.1,160,,,,,M_Li_H01,在安全感上陪伴你,Zài ānquán gǎn shàng péibàn nǐ.,Accompany you to give you a sense of security.,wife,,,,,,,,,,,,
31:37.1,31:39.3,160,,,,,M_Li_H01,二十二年过去了,Èrshí'èr nián guòqùle.,Twenty-two years has passed.,wife,,,,,,,,,,,,
31:39.3,31:46.4,160,,,,,M_Li_H01,一直都按照这样的模式去生活的话..你觉得郭先生能够哄你多久,Yīzhí dōu ànzhào zhèyàng de móshì qù shēnghuó dehuà.. nǐ juédé guō xiānshēng nénggòu hōng nǐ duōjiǔ,If you always live in a model like this.. how long do you think Mr. Guo could hold on,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,expand:entertain,,
31:46.4,31:49.5,160,,,,,M_Li_H01,他的开心谁给呢,Tā de kāixīn shéi gěi ne,Who gives him happiness,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,expand:entertain,,
